name,chr,strand,start,end
HSPE1,chr2,+,197500139,197503449
HSPE1-MOB4,chr2,+,197500412,197550726
MOB4,chr2,+,197515570,197553699
RFTN2,chr2,-,197568223,197676045
MARS2,chr2,+,197705368,197708395
BOLL,chr2,-,197726878,197786762
PLCL1,chr2,+,197804592,198572581
SATB2,chr2,-,199269499,199471266
FTCDNL1,chr2,-,199760543,199851192
C2orf69,chr2,+,199911292,199955935
TYW5,chr2,-,199928912,199955736
MAIP1,chr2,+,199955316,200008540
SPATS2L,chr2,+,200305880,200482264
KCTD18,chr2,-,200488957,200519784
SGO2,chr2,+,200510007,200584096
AOX1,chr2,+,200586013,200677064
BZW1,chr2,+,200810593,200827338
CLK1,chr2,-,200853008,200864691
PPIL3,chr2,-,200870906,200889303
NIF3L1,chr2,+,200889326,200903938
ORC2,chr2,-,200908976,200963680
FAM126B,chr2,-,200973717,201071671
NDUFB3,chr2,+,201071432,201085750
CFLAR,chr2,+,201116153,201176687
CASP10,chr2,+,201182871,201229428
CASP8,chr2,+,201233442,201361836
FLACC1,chr2,-,201288270,201357398
TRAK2,chr2,-,201377206,201451500
STRADB,chr2,+,201387857,201480846
C2CD6,chr2,-,201487420,201619178
TMEM237,chr2,-,201620183,201643570
MPP4,chr2,-,201644869,201698694
ALS2,chr2,-,201700266,201782112
CDK15,chr2,+,201790460,201895550
FZD7,chr2,+,202033854,202038441
KIAA2012,chr2,+,202073254,202205188
SUMO1,chr2,-,202206181,202238599
NOP58,chr2,+,202265735,202303661
BMPR2,chr2,+,202376326,202567751
ENSG00000289490,chr2,+,202377111,202377168
FAM117B,chr2,+,202634968,202769757
ICA1L,chr2,-,202773149,202871766
WDR12,chr2,-,202874260,203014798
CARF,chr2,+,202912213,202988263
NBEAL1,chr2,+,203014607,203226378
CYP20A1,chr2,+,203238976,203306026
ABI2,chr2,+,203328279,203447728
RAPH1,chr2,-,203394344,203535335
CD28,chr2,+,203706474,203738912
CTLA4,chr2,+,203853887,203873965
ICOS,chr2,+,203936762,203961577
PARD3B,chr2,+,204545474,205620162
NRP2,chr2,+,205681989,205798133
INO80D,chr2,-,205993720,206086303
NDUFS1,chr2,-,206114816,206159509
EEF1B2,chr2,+,206159584,206162928
CMKLR2,chr2,-,206175315,206218047
ZDBF2,chr2,+,206274662,206314427
ADAM23,chr2,+,206443531,206621127
FAM237A,chr2,+,206642486,206649365
DYTN,chr2,-,206651620,206721570
MDH1B,chr2,-,206737762,206765328
FASTKD2,chr2,+,206765356,206796189
CPO,chr2,+,206939517,206969474
KLF7,chr2,-,207074136,207167267
CREB1,chr2,+,207529736,207605988
METTL21A,chr2,-,207580630,207625928
CCNYL1,chr2,+,207711539,207761839
FZD5,chr2,-,207762597,207769906
PLEKHM3,chr2,-,207821287,208025527
CRYGD,chr2,-,208121606,208124524
CRYGC,chr2,-,208128136,208129828
CRYGB,chr2,-,208142572,208146158
CRYGA,chr2,-,208160739,208163589
C2orf80,chr2,-,208165342,208190030
IDH1,chr2,-,208236228,208266074
PIKFYVE,chr2,+,208266254,208358746
PTH2R,chr2,+,208359713,208854503
MAP2,chr2,+,209424046,209734118
UNC80,chr2,+,209771831,209999300
RPE,chr2,+,210002564,210022260
KANSL1L,chr2,-,210021420,210171409
ACADL,chr2,-,210187125,210225447
MYL1,chr2,-,210290149,210315174
LANCL1,chr2,-,210431248,210477652
CPS1,chr2,+,210477681,210679107
ERBB4,chr2,-,211375716,212538841
IKZF2,chr2,-,212999690,213152427
SPAG16,chr2,+,213284388,214410501
VWC2L,chr2,+,214411053,214578976
BARD1,chr2,-,214725645,214809683
ABCA12,chr2,-,214931541,215138626
ATIC,chr2,+,215311955,215349773
FN1,chr2,-,215360439,215436073
MREG,chr2,-,215942583,216034096
PECR,chr2,-,215996328,216082955
TMEM169,chr2,+,216081865,216102783
XRCC5,chr2,+,216107463,216206303
MARCHF4,chr2,-,216257864,216372483
SMARCAL1,chr2,+,216412413,216483053
RPL37A,chr2,+,216498824,216579180
IGFBP2,chr2,+,216632827,216664436
IGFBP5,chr2,-,216672104,216695549
TNP1,chr2,-,216859457,216860064
TNS1,chr2,-,217799587,218033982
RUFY4,chr2,+,218034959,218090581
CXCR2,chr2,+,218125288,218137251
CXCR1,chr2,-,218162840,218166962
ARPC2,chr2,+,218217140,218254356
GPBAR1,chr2,+,218259495,218263861
AAMP,chr2,-,218264128,218270178
PNKD,chr2,+,218269650,218346793
TMBIM1,chr2,-,218274196,218292586
CATIP,chr2,+,218356856,218368099
SLC11A1,chr2,+,218382028,218396894
CTDSP1,chr2,+,218398255,218405941
VIL1,chr2,+,218419120,218453295
USP37,chr2,-,218450250,218568351
CNOT9,chr2,+,218568579,218597080
PLCD4,chr2,+,218607854,218637184
ZNF142,chr2,-,218633328,218659655
BCS1L,chr2,+,218658763,218663443
RNF25,chr2,-,218663891,218672002
STK36,chr2,+,218672068,218702716
TTLL4,chr2,+,218710834,218755416
CYP27A1,chr2,+,218781748,218815293
PRKAG3,chr2,-,218822382,218832086
WNT6,chr2,+,218859804,218874233
WNT10A,chr2,+,218880851,218899581
CDK5R2,chr2,+,218959665,218962155
FEV,chr2,-,218981086,218985184
CRYBA2,chr2,-,218990188,218993422
CFAP65,chr2,-,219002845,219041527
IHH,chr2,-,219054423,219060921
NHEJ1,chr2,-,219069356,219160865
ENSG00000280537,chr2,-,219075328,219170827
SLC23A3,chr2,-,219161464,219170095
CNPPD1,chr2,-,219171896,219178106
RETREG2,chr2,+,219176224,219185475
ZFAND2B,chr2,+,219195236,219209651
ABCB6,chr2,-,219209771,219218994
ENSG00000284820,chr2,-,219209771,219222738
ATG9A,chr2,-,219219379,219229717
ANKZF1,chr2,+,219229782,219236679
GLB1L,chr2,-,219236597,219245478
STK16,chr2,+,219245454,219250337
TUBA4A,chr2,-,219249709,219277902
TUBA4B,chr2,+,219253242,219272197
DNAJB2,chr2,+,219279341,219286898
PTPRN,chr2,-,219289622,219309648
RESP18,chr2,-,219327406,219333177
DNPEP,chr2,-,219372042,219400022
DES,chr2,+,219418376,219426735
SPEG,chr2,+,219434842,219493629
ENSG00000286143,chr2,+,219491866,219498244
SPEGNB,chr2,+,219496130,219498287
GMPPA,chr2,+,219498864,219513898
ASIC4,chr2,+,219514169,219538772
CHPF,chr2,-,219538953,219543809
TMEM198,chr2,+,219543662,219550595
OBSL1,chr2,-,219550727,219571859
INHA,chr2,+,219569161,219575711
STK11IP,chr2,+,219597856,219616451
SLC4A3,chr2,+,219627393,219641980
EPHA4,chr2,-,221418026,221574202
PAX3,chr2,-,222199886,222298998
ENSG00000288658,chr2,-,222317241,222320208
SGPP2,chr2,+,222424542,222562621
FARSB,chr2,-,222566898,222656092
MOGAT1,chr2,+,222671657,222709930
ACSL3,chr2,+,222860941,222944639
KCNE4,chr2,+,223052189,223198399
SCG2,chr2,-,223596939,223602361
AP1S3,chr2,-,223751685,223838027
ENSG00000286239,chr2,-,223757257,223945299
WDFY1,chr2,-,223855715,223945357
MRPL44,chr2,+,223957462,223967714
SERPINE2,chr2,-,223975044,224039318
FAM124B,chr2,-,224378697,224402107
CUL3,chr2,-,224470149,224585397
CCDC195,chr2,-,224703763,224716365
DOCK10,chr2,-,224765089,225042468
NYAP2,chr2,+,225399709,225729887
IRS1,chr2,-,226731311,226799820
RHBDD1,chr2,+,226835580,226999215
COL4A4,chr2,-,227002713,227164453
COL4A3,chr2,+,227164623,227314792
MFF,chr2,+,227325150,227357836
TM4SF20,chr2,-,227362037,227381995
SCYGR1,chr2,-,227387682,227387949
AGFG1,chr2,+,227472151,227561217
SCYGR2,chr2,+,227598892,227599255
SCYGR3,chr2,-,227614537,227614840
SCYGR4,chr2,+,227616997,227618655
SCYGR5,chr2,+,227666803,227667061
SLC19A3,chr2,-,227683762,227718028
SCYGR6,chr2,-,227724439,227724757
SCYGR7,chr2,+,227728334,227728625
SCYGR8,chr2,+,227745844,227746681
CCL20,chr2,+,227805738,227817564
DAW1,chr2,+,227871053,227924344
SPHKAP,chr2,-,227979954,228181687
PID1,chr2,-,228850525,229271287
DNER,chr2,-,229357628,229714555
TRIP12,chr2,-,229763836,229923239
FBXO36,chr2,+,229922301,230013119
SLC16A14,chr2,-,230034981,230068993
SP110,chr2,-,230165185,230225729
SP140,chr2,+,230203109,230313215
SP140L,chr2,+,230327183,230403732
SP100,chr2,+,230415941,230545606
CAB39,chr2,+,230712841,230821075
ITM2C,chr2,+,230864638,230879248
GPR55,chr2,-,230907317,230961066
SPATA3,chr2,+,230990323,231025055
C2orf72,chr2,+,231037522,231049719
PSMD1,chr2,+,231056844,231173116
HTR2B,chr2,-,231108229,231125042
ARMC9,chr2,+,231198545,231376848
B3GNT7,chr2,+,231395709,231401164
NCL,chr2,-,231453530,231483641
NMUR1,chr2,-,231523186,231530445
TEX44,chr2,+,231592863,231594276
PTMA,chr2,+,231706894,231713551
PDE6D,chr2,-,231732432,231786272
COPS7B,chr2,+,231781670,231809254
NPPC,chr2,-,231921808,231926396
DIS3L2,chr2,+,231961244,232344350
ALPP,chr2,+,232378723,232382889
ALPG,chr2,+,232406843,232410714
ALPI,chr2,+,232456124,232460753
ECEL1,chr2,-,232479826,232487834
PRSS56,chr2,+,232520387,232525716
CHRND,chr2,+,232525992,232536667
CHRNG,chr2,+,232539691,232548115
TIGD1,chr2,-,232543882,232550557
EIF4E2,chr2,+,232550658,232583644
EFHD1,chr2,+,232606056,232682776
GIGYF2,chr2,+,232697298,232860605
KCNJ13,chr2,-,232765801,232776565
SNORC,chr2,+,232857269,232878708
NGEF,chr2,-,232878700,233013256
NEU2,chr2,+,233032671,233035057
INPP5D,chr2,+,233059966,233207903
ATG16L1,chr2,+,233210050,233295674
SAG,chr2,+,233307815,233347055
DGKD,chr2,+,233354493,233472104
USP40,chr2,-,233475519,233566782
UGT1A8,chr2,+,233617632,233773300
UGT1A10,chr2,+,233636447,233773300
UGT1A9,chr2,+,233671897,233773300
UGT1A7,chr2,+,233681900,233773300
UGT1A6,chr2,+,233691606,233773300
UGT1A5,chr2,+,233712906,233773300
UGT1A4,chr2,+,233718735,233773300
UGT1A3,chr2,+,233729041,233773300
UGT1A1,chr2,+,233760269,233773300
MROH2A,chr2,+,233775678,233833423
HJURP,chr2,-,233833415,233854566
TRPM8,chr2,+,233917372,234019522
SPP2,chr2,+,234050678,234077134
ARL4C,chr2,-,234493040,234497081
SH3BP4,chr2,+,234952016,235055714
AGAP1,chr2,+,235494042,236131800
GBX2,chr2,-,236165235,236168386
ASB18,chr2,-,236193458,236264409
IQCA1,chr2,-,236324146,236507535
ACKR3,chr2,+,236567786,236582354
COPS8,chr2,+,237085881,237100474
COL6A3,chr2,-,237324002,237414328
MLPH,chr2,+,237485427,237555322
PRLH,chr2,+,237566573,237567175
RAB17,chr2,-,237574321,237601614
LRRFIP1,chr2,+,237627586,237813682
RBM44,chr2,+,237798388,237842808
RAMP1,chr2,+,237858892,237912106
UBE2F,chr2,+,237966826,238042782
UBE2F-SCLY,chr2,+,237967013,238099412
SCLY,chr2,+,238060923,238099413
ESPNL,chr2,+,238100339,238133287
KLHL30,chr2,+,238138667,238152947
ERFE,chr2,+,238158969,238168900
ILKAP,chr2,-,238170401,238203708
HES6,chr2,-,238238266,238240662
PER2,chr2,-,238244043,238290102
TRAF3IP1,chr2,+,238320440,238400897
ASB1,chr2,+,238426741,238452250
TWIST2,chr2,+,238848031,238910534
HDAC4,chr2,-,239048167,239401654
NDUFA10,chr2,-,239892449,240025743
OR6B2,chr2,-,240029490,240030429
OR6B3,chr2,-,240045076,240047027
COPS9,chr2,-,240126562,240136807
OTOS,chr2,-,240139025,240144562
GPC1,chr2,+,240435662,240468076
ANKMY1,chr2,-,240479421,240569209
DUSP28,chr2,+,240560053,240565256
RNPEPL1,chr2,+,240565803,240581372
CAPN10,chr2,+,240586733,240617705
GPR35,chr2,+,240605429,240633159
AQP12B,chr2,-,240676417,240682906
AQP12A,chr2,+,240691865,240698483
KIF1A,chr2,-,240713760,240824293
AGXT,chr2,+,240868823,240880502
MAB21L4,chr2,-,240886047,240896889
CROCC2,chr2,+,240906329,240993311
SNED1,chr2,+,240998617,241095568
MTERF4,chr2,-,241072168,241102332
PASK,chr2,-,241106098,241150264
PPP1R7,chr2,+,241149575,241183652
ANO7,chr2,+,241188508,241225976
HDLBP,chr2,-,241227263,241317061
SEPTIN2,chr2,+,241315099,241354027
FARP2,chr2,+,241356284,241494841
STK25,chr2,-,241492669,241509730
BOK,chr2,+,241551423,241574131
THAP4,chr2,-,241584404,241637158
ATG4B,chr2,+,241637212,241673857
DTYMK,chr2,-,241675746,241686944
ING5,chr2,+,241687084,241729478
D2HGDH,chr2,+,241734601,241768816
GAL3ST2,chr2,+,241776821,241804287
NEU4,chr2,+,241809064,241817413
PDCD1,chr2,-,241849883,241858894
RTP5,chr2,+,241869599,241873823
FAM240C,chr2,-,241893987,241902551
DEFB125,chr20,+,87249,97094
DEFB126,chr20,+,142589,145751
DEFB127,chr20,+,157453,159163
DEFB128,chr20,-,187852,189711
DEFB129,chr20,+,227257,229886
DEFB132,chr20,+,257723,261096
C20orf96,chr20,-,270862,290778
ZCCHC3,chr20,+,297569,300321
SOX12,chr20,+,325551,330224
NRSN2,chr20,+,346781,359660
TRIB3,chr20,+,362834,397559
RBCK1,chr20,+,407497,432139
TBC1D20,chr20,-,423595,462566
CSNK2A1,chr20,-,472497,543835
TCF15,chr20,-,604256,610309
SRXN1,chr20,-,646614,653200
ENSG00000270299,chr20,-,646625,675800
SCRT2,chr20,-,661595,675802
SLC52A3,chr20,-,760079,776015
FAM110A,chr20,+,833714,857463
ANGPT4,chr20,-,869899,916334
RSPO4,chr20,-,958451,1002311
PSMF1,chr20,+,1113239,1189415
TMEM74B,chr20,-,1180560,1185415
C20orf202,chr20,+,1203453,1209076
RAD21L1,chr20,+,1226043,1296421
SNPH,chr20,+,1266279,1309328
SDCBP2,chr20,-,1309908,1329139
ENSG00000274322,chr20,-,1317570,1393096
FKBP1A,chr20,-,1368976,1393164
NSFL1C,chr20,-,1442161,1473842
SIRPB2,chr20,-,1470740,1491587
SIRPD,chr20,-,1534250,1557705
ENSG00000260861,chr20,-,1540143,1620009
SIRPB1,chr20,-,1561384,1620061
SIRPG,chr20,-,1629151,1657779
SIRPA,chr20,+,1894166,1940592
PDYN,chr20,-,1978756,1994285
STK35,chr20,+,2101826,2177038
ENSG00000286022,chr20,+,2207327,2341059
TGM3,chr20,+,2296000,2341079
TGM6,chr20,+,2380900,2432753
SNRPB,chr20,-,2461633,2470853
ENSG00000256566,chr20,-,2467211,2508907
ZNF343,chr20,-,2481816,2524702
TMC2,chr20,+,2536572,2643580
NOP56,chr20,+,2652592,2658393
IDH3B,chr20,-,2658394,2664219
EBF4,chr20,+,2692873,2760108
CPXM1,chr20,-,2794073,2800627
ENSG00000241690,chr20,+,2814967,2818066
C20orf141,chr20,+,2814986,2815833
TMEM239,chr20,+,2816301,2820284
PCED1A,chr20,-,2835313,2841190
VPS16,chr20,+,2840702,2866732
PTPRA,chr20,+,2873419,3039076
GNRH2,chr20,+,3043621,3045747
MRPS26,chr20,+,3046051,3048250
OXT,chr20,+,3071619,3072517
AVP,chr20,-,3082555,3084724
UBOX5,chr20,-,3107572,3160196
FASTKD5,chr20,-,3146518,3159865
LZTS3,chr20,-,3162616,3173549
DDRGK1,chr20,-,3190349,3204685
ITPA,chr20,+,3208867,3223870
SLC4A11,chr20,-,3227416,3239559
DNAAF9,chr20,-,3249305,3407669
ATRN,chr20,+,3471017,3651118
GFRA4,chr20,-,3659247,3663399
ADAM33,chr20,-,3667964,3682246
SIGLEC1,chr20,-,3686969,3712600
HSPA12B,chr20,+,3732684,3753111
C20orf27,chr20,-,3753507,3767781
SPEF1,chr20,-,3777503,3781448
CENPB,chr20,-,3783850,3786740
CDC25B,chr20,+,3786771,3806121
AP5S1,chr20,+,3820523,3828838
MAVS,chr20,+,3846798,3876123
PANK2,chr20,+,3888838,3929887
RNF24,chr20,-,3927308,4015558
SMOX,chr20,+,4120979,4187747
ADRA1D,chr20,-,4220629,4249287
PRNP,chr20,+,4686349,4701590
PRND,chr20,+,4721908,4728460
RASSF2,chr20,-,4780022,4823608
SLC23A2,chr20,-,4852355,5010293
TMEM230,chr20,-,5068231,5113103
PCNA,chr20,-,5114952,5126626
CDS2,chr20,+,5126878,5197887
PROKR2,chr20,-,5299217,5316954
GPCPD1,chr20,-,5544438,5611006
SHLD1,chr20,+,5750392,5864395
CHGB,chr20,+,5911509,5925353
TRMT6,chr20,-,5937227,5950558
MCM8,chr20,+,5950651,5998977
ENSG00000286235,chr20,+,5950948,6039856
CRLS1,chr20,+,6006092,6040053
LRRN4,chr20,-,6040545,6054060
FERMT1,chr20,-,6074844,6123030
BMP2,chr20,+,6767685,6780246
HAO1,chr20,-,7882984,7940458
TMX4,chr20,-,7977345,8019805
PLCB1,chr20,+,8077250,8968360
PLCB4,chr20,+,9067824,9504593
LAMP5,chr20,+,9514357,9530524
PAK5,chr20,-,9537369,9839076
ANKEF1,chr20,+,9986125,10058303
SNAP25,chr20,+,10172394,10308258
MKKS,chr20,-,10401008,10434222
MKKS,chr20,-,10413519,10431922
MKKS,chr20,-,10420545,10420737
SLX4IP,chr20,+,10435304,10636829
JAG1,chr20,-,10637683,10673999
BTBD3,chr20,+,11890722,11926609
SPTLC3,chr20,+,13008971,13169103
ISM1,chr20,+,13221273,13300651
TASP1,chr20,-,13389391,13638932
ESF1,chr20,-,13714321,13784919
NDUFAF5,chr20,+,13785006,13821580
SEL1L2,chr20,-,13849246,13996443
MACROD2,chr20,+,13995368,16053197
FLRT3,chr20,-,14322984,14337614
KIF16B,chr20,-,16272103,16573448
SNRPB2,chr20,+,16729960,16742564
OTOR,chr20,+,16748357,16770062
PCSK2,chr20,+,17226106,17484578
BFSP1,chr20,-,17493904,17569220
DSTN,chr20,+,17570074,17609919
RRBP1,chr20,-,17613677,17682295
BANF2,chr20,+,17693671,17735871
SNX5,chr20,-,17941596,17968980
OVOL2,chr20,-,17956978,18059188
MGME1,chr20,+,17969017,17991122
KAT14,chr20,+,18137227,18188387
PET117,chr20,+,18137862,18143169
ZNF133,chr20,+,18288282,18316996
DZANK1,chr20,-,18383366,18467281
POLR3F,chr20,+,18467388,18484646
RBBP9,chr20,-,18486539,18497225
SEC23B,chr20,+,18507519,18561415
SMIM26,chr20,+,18567346,18569563
ENSG00000284776,chr20,+,18567452,18744216
DTD1,chr20,+,18587941,18766644
SCP2D1,chr20,+,18813782,18814378
SLC24A3,chr20,+,19212641,19722926
RIN2,chr20,+,19757605,20002457
NAA20,chr20,+,20017309,20033655
CRNKL1,chr20,-,20034367,20056046
CFAP61,chr20,+,20052513,20360703
INSM1,chr20,+,20368103,20370949
RALGAPA2,chr20,-,20389529,20712644
KIZ,chr20,+,21125982,21246622
XRN2,chr20,+,21303330,21389825
NKX2-4,chr20,-,21395364,21397526
NKX2-2,chr20,-,21511016,21514064
PAX1,chr20,+,21705658,21718481
FOXA2,chr20,-,22580997,22585455
SSTR4,chr20,+,23035311,23039237
THBD,chr20,-,23045632,23049672
CD93,chr20,-,23079359,23086324
NXT1,chr20,+,23350790,23354771
GZF1,chr20,+,23362181,23373062
NAPB,chr20,-,23374518,23421519
CSTL1,chr20,+,23426103,23444930
CST11,chr20,-,23450402,23452876
CST8,chr20,+,23491100,23496010
CST9L,chr20,-,23564731,23568484
CST9,chr20,-,23602409,23605917
CST3,chr20,-,23626705,23638473
CST4,chr20,-,23685639,23689038
CST1,chr20,-,23747561,23751268
CST2,chr20,-,23823768,23826729
CST5,chr20,-,23875933,23879748
GGTLC1,chr20,-,23985049,23988779
SYNDIG1,chr20,+,24469628,24666616
CST7,chr20,+,24949268,24959928
APMAP,chr20,-,24962924,24992751
ACSS1,chr20,-,25006229,25058980
VSX1,chr20,-,25070884,25082141
ENTPD6,chr20,+,25195692,25228075
PYGB,chr20,+,25248084,25298012
ABHD12,chr20,-,25294741,25390835
GINS1,chr20,+,25391007,25452700
NINL,chr20,-,25452696,25585531
NANP,chr20,-,25612934,25624014
ZNF337,chr20,-,25673194,25696853
DEFB115,chr20,+,31257663,31259632
DEFB116,chr20,-,31303211,31308585
DEFB118,chr20,+,31368600,31373923
DEFB119,chr20,-,31377163,31390590
DEFB121,chr20,-,31404844,31412838
DEFB123,chr20,+,31440631,31450257
DEFB124,chr20,-,31465470,31476757
REM1,chr20,+,31475287,31484895
HM13,chr20,+,31514409,31577923
MCTS2P,chr20,+,31547411,31548081
ID1,chr20,+,31605282,31606515
COX4I2,chr20,+,31637911,31645006
BCL2L1,chr20,-,31664451,31723989
TPX2,chr20,+,31739270,31801805
MYLK2,chr20,+,31819307,31834689
FOXS1,chr20,-,31844302,31845604
DUSP15,chr20,-,31847636,31870664
TTLL9,chr20,+,31870633,31945000
PDRG1,chr20,-,31944336,31952046
XKR7,chr20,+,31968150,32003387
CCM2L,chr20,+,32010437,32032180
HCK,chr20,+,32052196,32101856
TM9SF4,chr20,+,32109713,32167258
PLAGL2,chr20,-,32192503,32207743
POFUT1,chr20,+,32207879,32238658
KIF3B,chr20,+,32277650,32335011
ASXL1,chr20,+,32358329,32439319
NOL4L,chr20,-,32443058,32585333
C20orf203,chr20,-,32631624,32673941
ENSG00000285382,chr20,-,32632182,32743567
COMMD7,chr20,-,32702698,32743467
DNMT3B,chr20,+,32762384,32809359
MAPRE1,chr20,+,32819953,32850405
EFCAB8,chr20,+,32858922,32961845
SUN5,chr20,-,32983772,33004433
BPIFB2,chr20,+,33007703,33023703
BPIFB6,chr20,+,33031647,33044047
BPIFB3,chr20,+,33053902,33073847
BPIFB4,chr20,+,33079642,33111751
BPIFA2,chr20,+,33161767,33181412
BPIFA3,chr20,+,33217309,33227806
BPIFA1,chr20,+,33235994,33243311
BPIFB1,chr20,+,33273479,33309871
CDK5RAP1,chr20,-,33358838,33401561
SNTA1,chr20,-,33407956,33443763
CBFA2T2,chr20,+,33490074,33650036
NECAB3,chr20,-,33657086,33674463
C20orf144,chr20,+,33662326,33665619
ACTL10,chr20,+,33666942,33668525
E2F1,chr20,-,33675476,33686385
PXMP4,chr20,-,33702757,33720319
ZNF341,chr20,+,33731656,33792269
CHMP4B,chr20,+,33811347,33854366
RALY,chr20,+,33993645,34108308
EIF2S2,chr20,-,34088308,34112243
ASIP,chr20,+,34194568,34269344
AHCY,chr20,-,34280267,34311802
ITCH,chr20,+,34363240,34540748
DYNLRB1,chr20,+,34516413,34540958
MAP1LC3A,chr20,+,34546853,34560345
PIGU,chr20,-,34560541,34698790
NCOA6,chr20,-,34689096,34825651
TP53INP2,chr20,+,34704338,34713439
GGT7,chr20,-,34844719,34872856
ACSS2,chr20,+,34872145,34927962
GSS,chr20,-,34928431,34956027
MYH7B,chr20,+,34955809,35002437
TRPC4AP,chr20,-,35002403,35092807
EDEM2,chr20,-,35115363,35147336
PROCR,chr20,+,35172071,35216240
MMP24OS,chr20,-,35201744,35278131
MMP24,chr20,+,35226689,35276998
ENSG00000261582,chr20,-,35267884,35280043
EIF6,chr20,-,35278906,35284985
FAM83C,chr20,-,35285730,35292425
UQCC1,chr20,-,35302565,35412031
GDF5,chr20,-,35433346,35454746
CEP250,chr20,+,35455163,35519280
C20orf173,chr20,-,35523185,35529652
ERGIC3,chr20,+,35542037,35557634
SPAG4,chr20,+,35615828,35621094
CPNE1,chr20,-,35626030,35664956
ENSG00000272897,chr20,-,35632339,35674544
RBM12,chr20,-,35648924,35664956
NFS1,chr20,-,35668051,35699355
ROMO1,chr20,+,35699271,35700984
RBM39,chr20,-,35701346,35742312
PHF20,chr20,+,35771973,35950370
SCAND1,chr20,-,35953616,35959472
CNBD2,chr20,+,35954563,36030700
EPB41L1,chr20,+,36091503,36232799
AAR2,chr20,+,36236130,36270918
DLGAP4,chr20,+,36306335,36528637
MYL9,chr20,+,36541496,36551447
TGIF2,chr20,+,36573487,36593950
TGIF2-RAB5IF,chr20,+,36574552,36612384
RAB5IF,chr20,+,36605778,36612557
SLA2,chr20,-,36612317,36646196
NDRG3,chr20,-,36651765,36746090
DSN1,chr20,-,36751790,36773818
SOGA1,chr20,-,36777446,36863538
TLDC2,chr20,+,36876120,36894235
SAMHD1,chr20,-,36890228,36951893
RBL1,chr20,-,36996348,37095997
MROH8,chr20,-,37101225,37179588
RPN2,chr20,+,37178409,37241619
GHRH,chr20,-,37251085,37261819
MANBAL,chr20,+,37289648,37317260
SRC,chr20,+,37344684,37406050
BLCAP,chr20,-,37492471,37527931
NNAT,chr20,+,37521205,37523690
CTNNBL1,chr20,+,37693954,37872129
VSTM2L,chr20,+,37903110,37945350
TTI1,chr20,-,37983006,38033461
RPRD1B,chr20,+,38033724,38127780
TGM2,chr20,-,38127384,38166578
KIAA1755,chr20,-,38210502,38260772
BPI,chr20,+,38304149,38337505
LBP,chr20,+,38346481,38377013
RALGAPB,chr20,+,38472815,38578859
ADIG,chr20,+,38581194,38588463
ARHGAP40,chr20,+,38601808,38651035
SLC32A1,chr20,+,38724485,38729372
ACTR5,chr20,+,38748459,38772520
PPP1R16B,chr20,+,38805696,38923024
FAM83D,chr20,+,38926311,38953106
DHX35,chr20,+,38962298,39039723
MAFB,chr20,-,40685847,40689236
TOP1,chr20,+,41028821,41124487
PLCG1,chr20,+,41136959,41196801
ZHX3,chr20,-,41178447,41317731
LPIN3,chr20,+,41340820,41360582
EMILIN3,chr20,-,41359961,41366818
CHD6,chr20,-,41402082,41618384
PTPRT,chr20,-,42072751,43189970
SRSF6,chr20,+,43457892,43466046
ENSG00000288000,chr20,+,43458053,43541881
L3MBTL1,chr20,+,43489441,43550954
ENSG00000277611,chr20,+,43540170,43569498
SGK2,chr20,+,43558967,43588237
IFT52,chr20,+,43590936,43647299
MYBL2,chr20,+,43667018,43716495
GTSF1L,chr20,-,43726163,43727002
TOX2,chr20,+,43914851,44069616
JPH2,chr20,-,44106589,44187188
OSER1,chr20,-,44195938,44210771
GDAP1L1,chr20,+,44247098,44280947
FITM2,chr20,-,44302839,44311202
R3HDML,chr20,+,44337042,44351238
HNF4A,chr20,+,44355699,44432845
TTPAL,chr20,+,44475873,44494603
SERINC3,chr20,-,44496220,44522085
PKIG,chr20,+,44531784,44624247
ADA,chr20,-,44584895,44652252
CCN5,chr20,+,44714843,44728509
KCNK15,chr20,+,44745864,44752313
RIMS4,chr20,-,44751807,44810546
YWHAB,chr20,+,44885701,44908532
PABPC1L,chr20,+,44910059,44959035
TOMM34,chr20,-,44942129,44960397
STK4,chr20,+,44966478,45080021
KCNS1,chr20,-,45091213,45101127
WFDC5,chr20,-,45109451,45115172
WFDC12,chr20,-,45123424,45124465
PI3,chr20,+,45174901,45176544
SEMG1,chr20,+,45207032,45209768
SEMG2,chr20,+,45221372,45224458
SLPI,chr20,-,45252238,45254564
MATN4,chr20,-,45293444,45308529
RBPJL,chr20,+,45306839,45317824
SDC4,chr20,-,45325287,45348424
SYS1,chr20,+,45361936,45376798
SYS1-DBNDD2,chr20,+,45363199,45410610
TP53TG5,chr20,-,45372556,45407889
DBNDD2,chr20,+,45406056,45410610
PIGT,chr20,+,45416083,45456934
WFDC2,chr20,+,45469752,45481532
SPINT3,chr20,-,45512460,45515622
WFDC6,chr20,-,45534195,45539482
EPPIN-WFDC6,chr20,-,45534195,45547662
EPPIN,chr20,-,45540625,45547752
WFDC8,chr20,-,45551152,45579326
WFDC9,chr20,-,45607938,45631284
WFDC10A,chr20,+,45629738,45631196
WFDC11,chr20,-,45648562,45670270
WFDC10B,chr20,-,45684650,45705019
WFDC13,chr20,+,45702037,45708817
SPINT4,chr20,+,45722346,45725830
WFDC3,chr20,-,45747943,45791932
DNTTIP1,chr20,+,45791953,45811427
UBE2C,chr20,+,45812575,45816957
