,length,mean [acc],"('lssi', 'full') [acc]","('spliceai-400', 'full') [acc]","('spliceai-10k', 'full') [acc]","('spliceai-400', 'wbl') [acc]","('spliceai-10k', 'wbl') [acc]","('spliceai-400', 'tos') [acc]","('spliceai-10k', 'tos') [acc]","('AM', 'full') [acc]","('FM', 'full') [acc]","('AM', 'wbl') [acc]","('FM', 'wbl') [acc]","('AM', 'tos') [acc]","('FM', 'tos') [acc]",mean [mean score],"('lssi', 'full') [mean score]","('spliceai-400', 'full') [mean score]","('spliceai-10k', 'full') [mean score]","('spliceai-400', 'wbl') [mean score]","('spliceai-10k', 'wbl') [mean score]","('spliceai-400', 'tos') [mean score]","('spliceai-10k', 'tos') [mean score]","('AM', 'full') [mean score]","('FM', 'full') [mean score]","('AM', 'wbl') [mean score]","('FM', 'wbl') [mean score]","('AM', 'tos') [mean score]","('FM', 'tos') [mean score]"
WDR82,24223,0.7259615384615384,0.375,0.9375,1.0,0.875,1.0,0.5625,0.6875,0.875,0.6875,0.6875,0.6875,0.6875,0.375,1.7872284250800163,0.902459660106611,4.1898018759083016,3.4874260721503743,1.6109886614957363,1.591356429435977,0.6820371368241933,1.8743959124311993,2.397617930069867,1.6265478644023168,1.9425751840316048,1.2058082664664633,1.1832587746255911,0.5396957580919757
PBRM1,131724,0.7042440318302388,0.27586206896551724,0.9482758620689655,1.0,0.896551724137931,1.0,0.6551724137931034,0.5689655172413793,0.896551724137931,0.7586206896551724,0.7068965517241379,0.6896551724137931,0.5172413793103449,0.2413793103448276,1.7050800459738797,0.6297069106718002,3.8895175858460416,3.6113623275601436,1.6267628774932104,1.5732466211411678,0.8316471000649239,1.5593165050723015,2.359893664166724,1.659654205764083,1.8917283571143626,1.1602737286453122,1.0000357084542222,0.3728950056661398
CHDH,34056,0.7451923076923077,0.375,1.0,1.0,0.9375,1.0,0.6875,0.625,0.9375,0.6875,0.625,0.4375,0.8125,0.5625,1.7802430681273853,0.8804832170764589,4.032310950122087,3.5772208412991313,1.6732845006001313,1.5748395669665856,0.8116225403067852,1.6359317834394864,2.3848702125101813,1.353424761838823,1.9486933302705531,0.9607611430380678,1.5004031361998644,0.8093139019878524
IL17RD,75394,0.7275641025641026,0.4583333333333333,1.0,1.0,0.9166666666666666,1.0,0.7083333333333334,0.6666666666666666,0.875,0.75,0.5833333333333334,0.5416666666666666,0.5,0.4583333333333333,1.7660240803771734,1.001806694544352,4.3325027348080205,3.5792243675641564,1.657857188451587,1.5799155991736435,0.9026309077996947,1.883581428295621,2.2150634180259496,1.6501648297996538,1.6531826134902323,0.982187897467397,0.8877365702998264,0.6324587951831185
DNAH12,202345,0.50944669365722,0.11403508771929824,0.8508771929824561,0.956140350877193,0.6140350877192983,0.8508771929824561,0.3157894736842105,0.34210526315789475,0.7105263157894737,0.5526315789473685,0.39473684210526316,0.40350877192982454,0.34210526315789475,0.17543859649122806,1.304864267503566,0.4543297813703415,3.4466515457668696,3.3354572826327256,1.1359736098478586,1.3754063172292794,0.413102480057543,0.9580953310363514,1.8078107480865784,1.2576369887680734,1.0700328964316193,0.779973475685953,0.6567327525701208,0.27203226806304154
PXK,92272,0.6945701357466064,0.29411764705882354,1.0,1.0,0.9411764705882353,0.9705882352941176,0.6176470588235294,0.5882352941176471,0.7941176470588235,0.6176470588235294,0.7058823529411765,0.5294117647058824,0.5294117647058824,0.4411764705882353,1.7053930308240342,0.8176369223885117,4.200189212801776,3.5648923306760434,1.6897763104762349,1.5421521634919162,0.7737863988287965,1.5369564772797468,2.2068414801204588,1.359192878959832,1.8887364983107542,1.01606456207811,0.9900292514254628,0.5838549138748017
C3orf67,308078,0.5794871794871794,0.23333333333333334,0.8333333333333334,0.9666666666666667,0.6333333333333333,0.8333333333333334,0.36666666666666664,0.5,0.7,0.5666666666666667,0.5666666666666667,0.5333333333333333,0.43333333333333335,0.36666666666666664,1.4499554063701927,0.5677613697726812,3.417853090566908,3.2106925813985097,1.1927196385197592,1.3451754863463488,0.5225969895597669,1.4557400281490616,1.7723688393142394,1.3499088444924312,1.6860880715688247,1.012127931019665,0.8169333867599898,0.4994540253443208
C3orf49,29275,0.596153846153846,0.0,0.75,0.9166666666666666,0.75,0.75,0.5,0.4166666666666667,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,1.4298775279535718,0.42250235756844456,3.387118344441177,3.258456513011469,1.3451788120172619,1.2898756763630017,0.6548586704463416,0.9250167792583898,1.9730446831291422,1.16239768222784,1.6887182445591427,0.9722213801997458,1.024217827476342,0.48480089269813703
THOC7,30034,0.7197802197802197,0.21428571428571427,1.0,1.0,1.0,1.0,0.5,0.6428571428571429,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.35714285714285715,0.21428571428571427,1.7990637378797842,0.8153466217906368,4.157947602071524,3.6690499472542166,1.6875022451222996,1.5964551217914982,0.6126207096538645,1.92042379935658,2.7133834571048863,1.936183102936873,2.1058389902858172,1.2327806653907438,0.6530888645017011,0.28720746517655105
SLC25A26,310067,0.6576923076923076,0.35,0.95,0.85,0.75,0.75,0.6,0.55,0.7,0.75,0.55,0.8,0.5,0.45,1.4897097277317832,0.8167519512828546,3.629946954883753,2.8899703683551685,1.2266390937575602,1.19492796051277,0.7111567019711107,1.327893313131359,1.8772941117224609,1.6981447777131546,1.198597124766599,1.2874032348672964,0.9061636861492159,0.6013371813998771
TMF1,32477,0.5961538461538461,0.0625,0.9375,0.90625,0.75,0.9375,0.375,0.40625,0.8125,0.59375,0.53125,0.5625,0.46875,0.40625,1.5055680921340175,0.37846570435900895,4.098083091066795,3.2859180872828526,1.365502329725265,1.5102921196847434,0.5549842072184602,1.1087400423203444,2.061711069707978,1.4269208792931969,1.3490049309451884,0.9980684313451139,0.9087342679718626,0.525960036821416
SHQ1,99202,0.6538461538461539,0.05,0.95,1.0,0.8,0.95,0.5,0.65,0.85,0.7,0.65,0.8,0.4,0.2,1.6022201798663682,0.34730357971514075,3.650464992335606,3.5997128192727366,1.477990450125684,1.4821735626259227,0.6926261895726381,1.7987297291914572,2.270740256645327,1.526991985680833,1.5913860650517866,1.269970964498086,0.8120492990180116,0.308722444529557
CPOX,14282,0.6602564102564101,0.25,1.0,1.0,0.6666666666666666,0.9166666666666666,0.3333333333333333,0.5,0.9166666666666666,0.6666666666666666,0.75,0.5833333333333334,0.5833333333333334,0.4166666666666667,1.5808332102729243,0.8311293322340659,3.74599460246548,3.4650206118415454,1.3753667810012058,1.4767544684402425,0.4384095643145138,1.226974937173915,2.3442643219967647,1.5081341035690727,1.682361069713407,0.9887056433398266,0.945125540555727,0.5225907569022502
TBC1D23,64251,0.6334841628959277,0.23529411764705882,0.8823529411764706,0.9411764705882353,0.7941176470588235,0.9117647058823529,0.4117647058823529,0.35294117647058826,0.7941176470588235,0.7941176470588235,0.5294117647058824,0.6470588235294118,0.6470588235294118,0.29411764705882354,1.5612249614934326,0.6367293932262355,3.7314297115702355,3.4184536004996877,1.389412475847446,1.4567889234484044,0.5850975439938938,0.9072241601690187,2.187707227399451,1.7018179333212484,1.4854326098268278,1.1573805852903067,1.234917277184083,0.403533057637789
LNP1,55127,0.6025641025641025,0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.3595786684373792,0.4210467675189673,2.6250860349287017,3.314037126717576,1.4753256488246407,1.3297208228429949,0.6071230871497763,1.9059129881821286,1.5180709207006655,0.9483059137144195,1.292762735631119,0.9212177790464343,0.25127345413396684,1.0646394102945407
ADGRG7,85891,0.6871794871794871,0.26666666666666666,0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,0.43333333333333335,0.6333333333333333,1.0,0.6666666666666666,0.5666666666666667,0.6333333333333333,0.6333333333333333,0.23333333333333334,1.6626931671828624,0.6723316964948758,3.879423648615828,3.635090227409211,1.6501509291252028,1.56279072709385,0.5731659214256463,1.65934326197701,2.503217117235386,1.4363325627008685,1.4949006388129642,1.0211765324637025,1.1338881118727846,0.39319979814988426
CEP97,46638,0.6730769230769231,0.2,0.95,1.0,0.95,0.9,0.45,0.55,0.95,0.7,0.75,0.55,0.5,0.3,1.6840450559641473,0.5912440196747277,4.019781766150358,3.6384227321095097,1.603242717307325,1.4646812701695935,0.5614275588467781,1.3960976503829863,2.555959456789171,1.7061576176252622,1.9116249261264762,1.0630749322313893,0.9411887137220933,0.43968236639824765
CD96,110124,0.5247252747252747,0.17857142857142858,0.75,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.42857142857142855,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.5357142857142857,0.5,0.5,0.42857142857142855,1.2363564289078621,0.6199486926453993,2.6125408291874535,2.4095375451224883,1.2302900912266446,1.263983644447349,0.5841907880647942,1.2384196385079047,1.261714512760856,1.0070527657517003,1.2937741904092057,0.9646523726163855,0.9827004920072078,0.6038280130548188
CD200,29657,0.6923076923076922,0.3,0.9,1.0,0.9,0.9,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.5,1.6527657124310742,0.7583550258965085,3.5783723933974088,3.1347977622289007,1.631813812585365,1.4311789206234002,0.804772616726088,1.937969000856705,1.6340891728911768,1.7874796337296395,1.6024417916818483,1.1704424596695246,1.0786584928726115,0.9355831784447867
C3orf17,17400,0.46153846153846156,0.1875,0.8125,0.875,0.6875,0.8125,0.375,0.4375,0.4375,0.3125,0.3125,0.25,0.25,0.25,1.1647602970035218,0.615655915571695,2.824687914206705,3.0108428607048925,1.3420179248323745,1.316370685691237,0.5222310805432769,1.2022940745792319,1.188561879661703,0.7889056834332671,1.0022615670068766,0.4866645508269596,0.5071378251498533,0.3342518988377112
CFAP44,78746,0.5923076923076922,0.15,0.925,0.95,0.8,0.925,0.45,0.475,0.825,0.6,0.55,0.475,0.25,0.325,1.4837325486517519,0.5166591499353336,3.942475186173445,3.292411205336812,1.4167044274495715,1.478889188299543,0.5940597023032526,1.2511092126208019,2.089401312328806,1.3492938689552658,1.4651374417634007,0.9118586947060077,0.539868009456411,0.4406557331441265
USF3,48262,0.7628205128205129,0.3333333333333333,0.9166666666666666,1.0,0.8333333333333334,1.0,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.75,0.5833333333333334,1.831703510872027,0.811934684045663,3.881594219148481,3.503606288301603,1.574247063604625,1.553167589730654,0.6870506737831678,1.7502944384322312,2.4086662118915414,2.0325439366753444,1.967489690237261,1.4756751512729782,1.4104396452131696,0.7554360489996292
ATP6V1A,65038,0.7362637362637362,0.39285714285714285,0.9642857142857143,0.9642857142857143,0.8928571428571429,0.9285714285714286,0.6785714285714286,0.6071428571428571,0.9285714285714286,0.75,0.6071428571428571,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.8066086399084862,0.759486041214231,4.411311852255954,3.5277241134554593,1.5990190980970929,1.494894860497564,0.8372507895418781,1.660959467479954,2.518775168211121,1.8187089707374482,1.753591526500553,1.2263348039868822,1.0918690113933696,0.7859866154388104
CCDC191,92477,0.59375,0.125,0.875,0.90625,0.8125,0.8125,0.5,0.46875,0.71875,0.53125,0.5625,0.59375,0.53125,0.28125,1.5048456583638754,0.4208615912686041,3.4874207219290936,3.14761607193143,1.4722306403723908,1.2906135295703105,0.6142205750193293,1.3917656904736977,2.0507348372674925,1.408362479160727,1.664434637552561,1.0554325969596028,1.0567450525140478,0.5025551347110957
RP11-484M3.5,40433,0.4230769230769231,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.9184448310792325,0.17263604952809336,0.854133302538679,3.585846221359939,0.4794843724628844,1.3266883502164584,0.5873951844142178,0.0027410110177738894,1.5424595154754233,0.5437434871421124,1.4059038665540857,0.7549154909847333,0.0060739731886791,0.6777619791469432
RABL3,55857,0.7417582417582419,0.35714285714285715,1.0,1.0,0.9285714285714286,0.8571428571428571,0.42857142857142855,0.42857142857142855,1.0,0.9285714285714286,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.42857142857142855,1.8038066734091234,0.7442626645967181,4.656476128901161,3.56012401077983,1.6454411158676956,1.4385195672649207,0.6320905726452388,1.252139093176322,2.5862682338422105,1.9840048584523358,1.5785098451576332,1.2131071468475947,1.5044561006610182,0.6540874161259248
IQCB1,65317,0.5714285714285714,0.21428571428571427,0.7857142857142857,0.8571428571428571,0.6785714285714286,0.75,0.4642857142857143,0.5714285714285714,0.75,0.5714285714285714,0.5357142857142857,0.5,0.5357142857142857,0.21428571428571427,1.4159325217340313,0.5341169585792349,3.2894151157453266,3.022946412384382,1.2281091526090189,1.2099141774459035,0.5969428330622806,1.6317194325711881,1.8973495434872325,1.2510784172744036,1.4948717725857696,0.8969509874840175,0.9759665282014696,0.3777414511121789
MUC13,29307,0.6433566433566433,0.36363636363636365,0.9090909090909091,0.9545454545454546,0.7272727272727273,0.8636363636363636,0.5909090909090909,0.45454545454545453,0.6363636363636364,0.6363636363636364,0.5909090909090909,0.5454545454545454,0.7272727272727273,0.36363636363636365,1.5421815840744075,0.6987161305377001,3.756767676611737,3.421074223661657,1.3081422562618816,1.3907294080841202,0.8527001573296878,1.1994589485526264,1.751779933285991,1.2581488504319476,1.583266399587656,0.9081454622821883,1.3857672405492165,0.5336639057908888
UROC1,36493,0.7469635627530363,0.3684210526315789,0.8421052631578947,0.9473684210526315,0.8421052631578947,0.868421052631579,0.7631578947368421,0.5263157894736842,0.8947368421052632,0.6578947368421053,0.8421052631578947,0.6578947368421053,0.7631578947368421,0.7368421052631579,1.7588326996900603,0.9571710927457422,3.406926801513903,3.2323468388839887,1.5040298458934955,1.411642761294306,0.9918917365186658,1.4617303855762738,2.3384577962100903,1.5326187302780483,2.449502423935321,1.1406130528325589,1.4613513025182334,0.9765423277701546
MGLL,134189,0.9065934065934068,0.5,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.7857142857142857,2.185286662064412,1.3978462768218907,4.723345354988406,3.5602754658415683,1.8175812666022384,1.5608456313173644,1.0914262202460516,2.755230358360667,2.5968036929889977,1.9787866773968406,2.7088724027123083,1.647730334367198,1.524420625704142,1.0455622994896807
KIAA1257,27527,0.5879120879120878,0.21428571428571427,0.7142857142857143,1.0,0.7142857142857143,0.7857142857142857,0.5,0.35714285714285715,0.7857142857142857,0.5,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,1.3177488398625528,0.4696739265451772,2.460212120018139,3.00997590725672,1.1886671845835572,1.2744782596152913,0.6717725880799837,1.0432766339436972,1.651466666705059,1.1538226547936685,1.72924018305681,0.8164616330117346,1.0532332781483518,0.6084538824549995
IFT122,80086,0.7042440318302388,0.3620689655172414,0.9137931034482759,0.9827586206896551,0.8793103448275862,0.9827586206896551,0.6551724137931034,0.6896551724137931,0.8103448275862069,0.6206896551724138,0.7758620689655172,0.5517241379310345,0.5689655172413793,0.3620689655172414,1.7180908868079372,0.7392726391490229,3.9809273050382816,3.4895463629891603,1.5703887379344386,1.5351968994480134,0.7956469695900836,1.8360274252331763,2.1047669684806074,1.421484782746887,2.1750911420084247,1.0695258620558166,1.087048506862835,0.5302579269664369
PIK3R4,67895,0.5769230769230769,0.15789473684210525,0.9210526315789473,1.0,0.6842105263157895,0.9473684210526315,0.42105263157894735,0.5263157894736842,0.7105263157894737,0.47368421052631576,0.5526315789473685,0.4473684210526316,0.3157894736842105,0.34210526315789475,1.4687753260857286,0.5608893983438715,3.7902842565161645,3.6298194268355815,1.2311164308723763,1.5266953245610477,0.5002710983591588,1.467404568106332,1.8417845432808726,1.2097207671180725,1.4343593480462473,0.7966092239875177,0.5919913387811859,0.513133514306046
MRPL3,40758,0.6324786324786325,0.1111111111111111,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.8333333333333334,0.5555555555555556,0.5555555555555556,1.0,0.4444444444444444,0.5,0.4444444444444444,0.5555555555555556,0.5,1.598897167202213,0.5266455085750886,3.867045542822853,3.391709457255063,1.3869069629660742,1.4014002211332142,0.7160082137021371,1.5970338250608254,2.4674395933270423,1.3776203864507641,1.3591110520012806,0.9817897353930872,1.038414368663738,0.6745383062776034
DNAJC13,121507,0.6566433566433567,0.2545454545454545,0.9545454545454546,0.9727272727272728,0.7636363636363637,0.9181818181818182,0.4090909090909091,0.4909090909090909,0.8454545454545455,0.7454545454545455,0.5909090909090909,0.6545454545454545,0.5363636363636364,0.4,1.639299617702964,0.6684741826156964,3.9096697713904747,3.524988827725182,1.3801391387495592,1.4815737635187263,0.5396997371723947,1.3873612980611287,2.3342272727951947,1.790079867340685,1.567186349824725,1.1617277925940093,1.0246036184809446,0.5411634098698112
TMEM108,359402,0.7923076923076924,0.3,1.0,0.8,0.9,1.0,0.9,0.8,0.8,0.7,0.8,0.8,0.7,0.8,1.8623189854120654,0.9619569105270429,4.2132841131882675,2.956196322464135,1.6073712896318344,1.5003504180672826,1.052632593233319,1.9761408788585633,2.2377712266163137,1.7441432432340265,2.2768250035150106,1.2878333065631886,1.3067470435673734,1.0888944608904894
CDV3,16532,0.6538461538461539,0.375,0.75,1.0,0.75,1.0,0.625,0.5,0.625,0.5,0.75,0.5,0.75,0.375,1.5584767628353957,0.8096844875788638,3.1446887042962715,3.542907275386595,1.2982259376435787,1.5438720100006702,0.7545626702834167,1.435191153034989,1.722478715590483,1.2344136429338437,1.9561294727537266,0.8623609394592294,1.3905853321526074,0.5650975757458685
KY,47741,0.7730769230769231,0.45,1.0,0.95,0.95,1.0,0.75,0.85,0.75,0.55,0.75,0.6,0.8,0.65,1.8879046432456712,0.9773334157832922,4.507303824089746,3.396762044091793,1.690499512682317,1.5877539786661623,0.9469031486791053,2.137290832431333,1.9877454523606866,1.4795117329660503,2.291204712641706,1.1431136834946045,1.5229545931858064,0.8743834311211268
IL20RB,53221,0.6666666666666666,0.25,0.8333333333333334,0.8333333333333334,1.0,0.9166666666666666,0.8333333333333334,0.75,0.6666666666666666,0.5833333333333334,0.75,0.4166666666666667,0.6666666666666666,0.16666666666666666,1.542277584380539,0.6566963336913404,3.4713790135959286,3.0102824185574906,1.735336867615007,1.43835402640896,0.9677651179376112,1.892569955406187,1.830178166756168,1.0724342555271085,1.6638106383306053,0.7582236878906357,1.280707683896553,0.2718704313334132
DBR1,13938,0.6648351648351648,0.35714285714285715,0.7142857142857143,0.8571428571428571,0.7857142857142857,1.0,0.5,0.2857142857142857,1.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.14285714285714285,1.5837375705676224,0.7643857154099398,3.2053912434707166,3.186238447435105,1.3734294368561764,1.5542395366994857,0.588645824658979,0.5868827170314327,2.65997063782217,2.041830680650345,1.520404580906445,1.2673532597107435,1.530360222412,0.309456114315558
CEP70,100013,0.5633484162895928,0.20588235294117646,0.8529411764705882,0.8529411764705882,0.6764705882352942,0.8235294117647058,0.29411764705882354,0.5,0.7941176470588235,0.6176470588235294,0.5,0.6176470588235294,0.4117647058823529,0.17647058823529413,1.4109887465502449,0.5693582879101816,3.614040961545355,2.988540884912726,1.25566696206448,1.3207398383288722,0.39802735184538324,1.216667695191346,2.0787839284554233,1.395761353161881,1.3584602609964926,1.0935181702046435,0.787230770402944,0.2660572401334574
MRPS22,351241,0.6324786324786326,0.3888888888888889,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.2777777777777778,1.5604305011207344,0.8802769367811293,4.041740724403547,3.056626155263013,1.6127531424745905,1.4175418037393748,0.5759165183142242,1.2525257862711772,1.9965738601064043,1.366505922375926,1.7539341184446586,1.1340427101280621,0.8218303705756893,0.37532846569175243
XRN1,141456,0.6181988742964353,0.18292682926829268,0.8414634146341463,0.9390243902439024,0.7682926829268293,0.8658536585365854,0.4268292682926829,0.47560975609756095,0.7926829268292683,0.6707317073170732,0.6341463414634146,0.6219512195121951,0.5,0.3170731707317073,1.5525360260103045,0.5539130478158913,3.6286965872430934,3.3773935074882835,1.368942725643251,1.3721416631248498,0.5263887047101982,1.2790052856550311,2.1832588910793413,1.632396442540239,1.673467891843062,1.1507450434799205,0.9527261601641195,0.48389238734667994
U2SURP,59008,0.6225071225071225,0.09259259259259259,0.9629629629629629,0.9444444444444444,0.8518518518518519,0.9444444444444444,0.35185185185185186,0.5,0.9074074074074074,0.6851851851851852,0.6111111111111112,0.6111111111111112,0.42592592592592593,0.2037037037037037,1.597058485625986,0.40994714980984387,4.158043342561897,3.4360565463244948,1.5486298303507444,1.5407992289610437,0.5074065101162885,1.2773117837562045,2.4594029037288956,1.5970120383470408,1.6172659467264379,1.119185184366084,0.7721183651941429,0.3185814828946956
HLTF,56404,0.592948717948718,0.0625,0.9375,0.9583333333333334,0.6875,0.9375,0.3541666666666667,0.4583333333333333,0.8541666666666666,0.75,0.5416666666666666,0.5833333333333334,0.375,0.20833333333333334,1.535961797227992,0.42066802468702735,4.002452827547722,3.476705024141472,1.274898062233186,1.4898170580341865,0.4639518877712747,1.2290155831902272,2.313544503825493,1.7461888766487315,1.4199287873360797,1.0752878655387652,0.759677906145321,0.2953669568644083
SELT,27148,0.6923076923076923,0.4,0.9,0.8,0.8,1.0,0.3,0.7,1.0,0.8,0.4,0.6,1.0,0.3,1.6776754489649917,0.7949454227648116,3.8525629144741154,2.959262236823292,1.4603356843358313,1.5951087189805429,0.4388447818766565,1.8839689564633928,2.8513911150860056,1.748053123906925,0.9677668519591078,1.0908809041214234,1.7721602628794142,0.39449986287337474
LEKR1,219823,0.532051282051282,0.16666666666666666,0.9583333333333334,0.875,0.5833333333333334,0.7916666666666666,0.25,0.20833333333333334,0.625,0.7083333333333334,0.625,0.4583333333333333,0.375,0.2916666666666667,1.3525069871662654,0.5026937121351703,3.963235310047273,3.0508451349828527,1.0388386403288588,1.2683564856462575,0.31664854369179113,0.724736310275134,1.828335855604444,1.4800612835466644,1.4300808514857117,0.8759160549040125,0.6925990474931257,0.41024360302015145
VEPH1,243686,0.7337278106508875,0.19230769230769232,1.0,0.9230769230769231,0.9615384615384616,0.9230769230769231,0.7307692307692307,0.7692307692307693,0.8461538461538461,0.6153846153846154,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.38461538461538464,1.7771809621961188,0.6836654112983511,4.048353717504768,3.228245217042101,1.6625803806439696,1.511188034149714,0.887545208098116,2.0966561684033467,2.294793700352768,1.5286760036478617,1.9254191129840739,1.2890568468202928,1.3645433090990546,0.5826293985051234
RSRC1,438668,0.7948717948717948,0.3888888888888889,1.0,0.9444444444444444,0.9444444444444444,1.0,0.7222222222222222,0.7777777777777778,0.9444444444444444,0.8333333333333334,0.7222222222222222,0.7777777777777778,0.6666666666666666,0.6111111111111112,1.9323147204285258,0.7787604916991071,4.328060941256019,3.4454518473998537,1.6357902397599875,1.5954950219532882,0.8941250282378017,2.2788095231439893,2.628833099579955,1.87474381266012,2.276522119061168,1.3428691866108147,1.2573222412870575,0.7833078129216742
IQCJ,196376,0.7307692307692307,0.125,0.875,0.75,0.875,0.875,0.75,0.5,0.75,0.875,0.875,0.75,0.875,0.625,1.748061634645969,0.6924347169394502,4.086406358588812,2.6230002875141074,1.607383871069035,1.3866171774272602,0.8847712235076866,1.5041211825016636,2.134539690843526,1.659849174303998,2.6140862006149925,1.1688110300168497,1.5120054987735958,0.8507748382966186
NMD3,31018,0.5769230769230769,0.16666666666666666,0.9,1.0,0.7333333333333333,0.8666666666666667,0.26666666666666666,0.5333333333333333,0.8,0.6,0.5666666666666667,0.4,0.4,0.26666666666666666,1.5015468506332823,0.49549006150965236,3.929925706196219,3.5737359700813296,1.281791609959343,1.379995010371322,0.4098621311444564,1.4297496380102845,2.2416939302215826,1.3037405283019474,1.5168588095911693,0.778035168208297,0.7711637270471482,0.4080667675899171
ZBBX,140015,0.5807692307692309,0.175,0.875,0.925,0.8,0.825,0.425,0.5,0.825,0.5,0.575,0.525,0.45,0.15,1.4812615077940305,0.5592149439279261,3.5933301387160994,3.2780705670709893,1.3588648293097232,1.3717815797936344,0.5967483838885105,1.3854516331889415,2.1847507702560156,1.3333830013415782,1.5500690684656973,0.909035741817155,0.8492917931415349,0.286407150404588
TMEM212,15970,0.4326923076923077,0.25,0.5,0.75,0.625,0.875,0.375,0.375,0.375,0.25,0.375,0.25,0.25,0.375,0.9986303727624519,0.6450772877354745,1.104097436487723,2.4948823377202696,1.1410766720332397,1.3389040042279334,0.4769423966243145,0.9179688587709176,1.1549929824829814,0.7792202732214413,1.0664807462968984,0.7304574297781324,0.651509908302199,0.4805845122303525
SPATA16,251911,0.6961538461538461,0.35,0.9,0.9,0.8,0.8,0.35,0.6,0.85,0.75,0.8,0.8,0.8,0.35,1.7050679402720392,0.7577842621937041,3.6389268165475968,3.230447409846075,1.3882778346590126,1.2917296075121605,0.47283791502349387,1.6700643709330634,2.305607429321954,1.8659189697464247,2.2066585016853697,1.3625305651031616,1.5083359154450284,0.4667636255194688
ZMAT3,55057,0.6615384615384615,0.2,0.9,1.0,1.0,0.9,0.4,0.7,0.7,0.8,0.8,0.4,0.6,0.2,1.6063674218113553,0.6904058842847763,3.4665041328226223,3.115909824817301,1.6853121868406042,1.5076180158922683,0.6408575520053335,1.7763059116841542,2.03338096930852,1.7206210970710991,2.025447421910611,0.8801977831168383,1.0074359396649575,0.33277976412853194
PSMD2,10346,0.7307692307692307,0.25,0.95,1.0,0.95,1.0,0.675,0.7,0.9,0.75,0.75,0.6,0.625,0.35,1.7892590297591289,0.6127539100937938,4.054792499268442,3.6191124883166355,1.6920206080357978,1.5948986769942082,0.8416662974200723,2.010494305554095,2.4201332659975394,1.6455321894690065,1.9226530668880784,1.1586463115557533,1.1895043648724226,0.4981594024028331
C3orf70,74965,0.8461538461538461,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.9283749728181985,1.3997167953670255,3.589533548873127,3.497337838989268,1.6932955109924457,1.5953735403980467,0.5874568587671779,1.8369321359615396,2.7449414922103426,1.9639413987797012,1.4753294027690314,1.536184337150607,1.8584459499120738,1.2903858364661904
HRG,12289,0.6282051282051283,0.0,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.75,0.5,0.9166666666666666,0.6666666666666666,0.75,0.4166666666666667,0.4166666666666667,0.25,1.44488825948527,0.33811048973372765,3.351715538438803,3.0808765046235256,1.5109003380612769,1.443731877327951,0.8741229075921367,1.3046438998014942,1.993539639444174,1.210728947818139,1.7351593455832994,0.7574464953083059,0.7736387768175476,0.40893261275813303
RFC4,16801,0.6692307692307692,0.05,0.95,1.0,1.0,1.0,0.45,0.65,0.9,0.8,0.55,0.65,0.5,0.2,1.6505590691278054,0.47381677980780446,3.8575458085719267,3.5974782415529853,1.6883249590084948,1.5826322376485298,0.6101184784544711,1.6606289518326043,2.379242171521353,1.7462409286319804,1.4564237132748232,1.206028204449081,0.9406051317822888,0.25818229212512733
GMNC,9738,0.625,0.25,0.75,1.0,0.75,0.875,0.5,0.5,0.625,0.625,0.5,0.625,0.625,0.5,1.4760277783768418,0.6128443860472742,2.882180661700713,3.3910699982506154,1.2834775761472694,1.4983088407284857,0.6619241860940677,0.9163499712637971,1.9010454248178694,1.453772582068448,1.588032479531232,1.17075831209118,1.145843733210007,0.6827529669479822
